#{"t_start": 1583526628.129171, "env_id": "cursorcontrol-v1"}
r,l,t
-233.616465,30,6.418863
-253.161069,30,6.456709
-182.028283,30,6.494461
-251.513452,30,8.263722
-251.938568,30,8.701267
-234.517755,30,9.125645
-165.170732,30,9.553323
-253.747376,30,9.997597
-227.979586,30,10.56338
-251.728769,30,11.006148
-256.169056,30,11.547988
-244.413055,30,12.016402
-192.008831,30,12.449201
-257.559173,30,12.873283
-204.215035,30,13.306602
-206.327468,30,13.740634
-104.689617,30,14.162626
-251.26419,30,14.620331
-242.780061,30,15.100516
-232.283223,30,15.584323
-155.312593,30,16.064983
-226.595728,30,16.530693
-256.462798,30,17.01476
-227.416234,30,17.474327
-217.046737,30,17.932309
-222.928781,30,18.38335
-211.281662,30,18.813383
-218.162527,30,19.246741
-176.177381,30,19.687948
-209.188218,30,20.157022
-241.755818,30,20.621863
-253.091188,30,21.053064
-229.63162,30,21.565122
-255.91831,30,22.046542
-0.287739,30,22.48091
-192.350386,30,22.929224
-218.727032,30,23.388951
-258.233134,30,23.845676
-215.487626,30,24.288481
-222.794126,30,24.73674
-259.001945,30,25.180068
-241.390418,30,25.60782
-245.976301,30,26.047508
-244.151103,30,26.484746
-242.782685,30,26.915298
-29.111985,30,27.3448
-51.14045,30,27.778617
-193.169784,30,28.241065
-209.337344,30,28.676089
-219.457102,30,29.130163
-120.111373,30,29.562274
-225.171779,30,30.018576
-151.532532,30,30.479344
-239.728064,30,30.945176
548.544149,5,31.014095
-164.097241,30,31.465302
-250.691636,30,32.013145
-232.885205,30,32.556273
-243.502764,30,32.997719
-211.379549,30,33.43208
-265.957479,30,33.87456
-134.73111,30,34.30152
-230.337068,30,34.754274
-240.846447,30,35.197574
-240.076803,30,35.607388
595.821133,21,35.929136
-242.176613,30,36.349999
-167.041116,30,36.779449
-259.387862,30,37.223833
-245.989981,30,37.662803
-227.454426,30,38.100517
-189.320499,30,38.591259
-138.811898,30,39.035064
-123.760293,30,39.456309
-230.370124,30,39.885966
-221.767129,30,40.319115
11.978809,30,40.87938
-236.612865,30,41.457578
-255.896694,30,41.956976
-110.18582,30,42.454572
