#{"t_start": 1583513137.594664, "env_id": "cursorcontrol-v1"}
r,l,t
-24385.009784,500,14.00983
-24210.826931,500,22.549826
-24548.433069,500,30.85407
-2761.02221,74,32.320111
-24375.673075,500,40.163143
-24435.655654,500,47.723919
-24108.71258,500,56.864121
-24295.10863,500,64.836858
-23879.346045,500,73.311257
-24436.603944,500,81.78721
-24158.243384,500,89.284096
-23538.355146,500,97.789587
-24392.453198,500,105.934256
-23355.352454,500,113.161178
-24523.813234,500,120.355144
-24155.337947,500,129.159646
-24470.874013,500,138.156848
-23932.201159,500,145.546908
-23546.230642,500,153.713322
-24142.028577,500,162.493962
